ID,NaClg/L,TempK,Concentrationg/L
10841,29.25,313,0.1
10842,29.25,313,0.001
10843,29.25,313,0.005
10844,29.25,313,0.01
10845,29.25,313,0.02
10846,29.25,313,0.05
10847,29.25,313,0.1
10848,29.25,313,0.001
10849,29.25,313,0.005
10850,29.25,313,0.01
10851,29.25,313,0.02
10852,29.25,313,0.05
10853,29.25,313,0.1
10854,29.25,313,0.001
10855,29.25,313,0.005
10856,29.25,313,0.01
10857,29.25,313,0.02
10858,29.25,313,0.05
10859,29.25,313,0.1
10860,29.25,313,0.001
10861,29.25,313,0.005
10862,29.25,313,0.01
10863,29.25,313,0.02
10864,29.25,313,0.05
10865,29.25,313,0.1
10866,35,298,0.05
10867,35,298,0.1
10868,35,298,0.2
10869,35,298,0.4
10870,30,333,0.002003473
10871,30,333,0.005008682
10872,30,333,0.008013891
10873,30,333,0.010017363
10874,30,333,0.020034726
10875,35,298,0.05
10876,35,298,0.1
10877,35,298,0.2
10878,35,298,0.05
10879,35,298,0.1
10880,35,298,0.2
10881,35,298,0.05
10882,35,298,0.1
10883,35,298,0.2
10884,35,298,0.05
10885,35,298,0.1
10886,35,298,0.2
10887,30,333,0.025
10888,30,333,0.05
10889,30,333,0.1
10890,30,333,0.2
10891,30,333,0.3
10892,30,333,0.4
10893,30,298,0.1
10894,30,313,0.1
10895,30,333,0.1
10896,30,353,0.1
10897,16.6172,298,0.01
10898,16.6172,298,0.02
10899,16.6172,298,0.03
10900,16.6172,298,0.04
10901,16.6172,298,0.05
10902,16.6172,298,0.06
10903,16.6172,298,0.07
10904,16.6172,298,0.3
10905,10,323,300
10906,10,323,500
10907,10,323,700
10908,10,323,900
10909,50,323,500
10910,50,323,900
10911,100,323,700
10912,100,323,900
10913,30,333,0.01
10914,30,333,0.01
10915,30,333,0.05
10916,30,333,0.1
10917,35,393,0.005
10918,35,393,0.005
10919,35,393,0.005
10920,35,393,0.005
10921,12.029,323,0.025
10922,12.029,323,0.05
10923,12.029,323,0.075
10924,12.029,323,0.1
10925,12.029,323,0.125
10926,12.029,323,0.15
10927,2.15,333,0.1
10928,2.15,333,0.05
10929,30,323,0.025
10930,30,323,0.025
10931,30,323,0.025
10932,0,298,0.05
10933,0,298,0.1
10934,0,298,0.2
10935,29.25,313,0.001
10936,29.25,313,0.005
10937,29.25,313,0.01
10938,29.25,313,0.02
10939,29.25,313,0.05
10940,29.25,313,0.1
10941,29.25,313,0.001
10942,29.25,313,0.005
10943,29.25,313,0.01
10944,29.25,313,0.02
10945,29.25,313,0.05
10946,29.25,313,0.1
10947,29.25,303,0.001
10948,29.25,303,0.002
10949,29.25,303,0.003
10950,29.25,303,0.005
10951,29.25,303,0.01
10952,29.25,303,0.02
10953,29.25,313,0.001
10954,29.25,313,0.005
10955,29.25,313,0.01
10956,29.25,313,0.02
10957,29.25,313,0.05
10958,29.25,313,0.1
10959,29.25,323,0.001
10960,29.25,323,0.002
10961,29.25,323,0.003
10962,29.25,323,0.005
10963,29.25,323,0.01
10964,29.25,323,0.02
10965,35,393,0.005
10966,35,393,0.005
10967,35,393,0.005
10968,35,393,0.005
10969,35,298,0.25
10970,35,298,0.5
10971,35,298,1
10972,29.25,313,0.2
10973,29.25,313,0.2
10974,29.25,313,0.2
10975,30,298,0.1
10976,30,298,0.1
10977,35,298,0.0001
10978,35,298,0.0005
10979,35,298,0.001
10980,35,298,0.005
10981,35,298,0.01
10982,35,298,0.015
10983,35,298,0.0001
10984,35,298,0.0005
10985,35,298,0.001
10986,35,298,0.005
10987,35,298,0.01
10988,35,298,0.015
10989,35,298,0.02
10990,35,298,0.1
10991,35,298,0.15
10992,0.585,298,0.39712932
10993,300,298,300
10994,30,293,0.07
10995,30,343,0.07
11005,224.09,298,0.005
11006,224.09,298,0.01
11007,224.09,298,0.025
11008,224.09,298,0.005
11009,224.09,298,0.01
11010,224.09,298,0.025
11011,10,323,0.1
11012,10,323,0.1
11013,10,323,0.1
11014,10,323,0.1
11015,10,323,0.1
11016,0.585,298,0.01991292
11017,0.585,298,0.0995646
11018,0.585,298,0.39991781
11019,50,333,0.02
11020,50,333,0.05
11021,50,333,0.1
11022,50,333,0.15
11023,50,333,0.5
11024,30,303,0.1
11025,30,303,0.1
11026,30,303,0.1
11027,30,303,0.1
11028,0,298,0.004
11029,0,298,0.004
11030,30,333,0.01
11031,30,323,0.025
11032,30,323,0.01
11033,30,303,0.2
11034,30,313,0.1
11035,30,313,0.1
11036,30,313,0.1
11037,30,423,1.5
11038,30,423,1.5
11039,23.2065,298,0.1
11040,23.2065,298,0.1
11041,23.2065,298,0.1
11046,30,333,0.4
11047,10,308,0.05
11048,10,308,0.05
11049,10,308,0.05
11050,10,308,0.05
11051,50,298,0.000514671
11052,50,308,0.000514671
11053,50,318,0.000514671
11054,50,298,0.000992579
11055,50,308,0.000992579
11056,50,318,0.000992579
11057,50,298,0.0030145
11058,50,308,0.0030145
11059,50,318,0.0030145
11060,50,298,0.004999659
11061,50,308,0.004999659
11062,50,318,0.004999659
11063,50,298,0.009999318
11064,50,308,0.009999318
11065,50,318,0.009999318
11066,50,298,0.019998637
11067,50,308,0.019998637
11068,50,318,0.019998637
11069,0,295,0.646011
11070,30,323,0.004982918
11071,30,323,0.010275334
11072,30,323,0.025069338
11073,30,323,0.049829178
11074,30,323,0.102753336
11075,129.48,293,0.05
11076,129.48,293,0.1
11077,129.48,293,0.2
11078,129.48,313,0.05
11079,129.48,313,0.1
11080,129.48,313,0.2
11081,129.48,333,0.05
11082,129.48,333,0.1
11083,129.48,333,0.2
11084,129.48,293,0.05
11085,129.48,293,0.1
11086,129.48,293,0.2
11087,129.48,313,0.05
11088,129.48,313,0.1
11089,129.48,313,0.2
11090,129.48,333,0.05
11091,129.48,333,0.1
11092,129.48,333,0.2
11093,24.5,313,0.001
11094,24.5,313,0.00075
11095,24.5,313,0.001
11096,24.5,313,0.00075
11097,24.5,313,0.001
11098,24.5,313,0.00075
11099,24.5,313,0.001
11100,24.5,313,0.00075
11101,24.5,313,0.001
11102,24.5,313,0.00075
11103,30,298,0.1
11104,30,298,0.1
11105,30,298,0.1
11106,30,298,0.005
11107,30,298,0.01
11108,30,298,0.025
11109,30,298,0.05
11110,30,298,0.1
11111,117,298,39767.7
11112,117,298,159070.8
11113,117,298,397677
11114,117,298,795354
11115,117,298,1590708
11116,30,353,0.005
11117,30,353,0.01
11118,30,353,0.015
11119,30,353,0.02
11120,30,353,0.005
11121,30,353,0.01
11122,30,353,0.015
11123,30,353,0.02
11124,30,298,0.02
11125,30,298,0.04
11126,30,298,0.06
11127,30,298,0.08
11128,30,298,0.1
11129,30,298,0.2
11130,30,298,0.08
11131,30,313,0.08
11132,0,298,0.08
11133,2.925,298,0.08
11134,0,298,0.08
11135,30,298,0.1
11136,30,298,0.1
11137,30,298,0.1
11138,30,298,0.1
11139,30,298,0.1
11140,30,298,0.1
11141,30,298,0.1
11142,30,298,0.1
11143,30,298,0.1
11144,30,298,0.1
11145,30,298,0.1
11146,30,298,0.1
11147,30,298,0.1
11148,30,298,0.1
11149,30,298,0.1
11150,30,298,0.1
11151,30,298,0.02
11152,30,298,0.04
11153,30,298,0.08
11154,30,298,0.1
11155,30,313,0.08
11156,30,323,0.08
11157,30,298,0.08
11158,0,298,0.005
11159,0,298,0.01
11160,0,298,0.015
11161,0,298,0.02
11162,0,298,0.025
11163,0,298,0.005
11164,0,298,0.01
11165,0,298,0.015
11166,0,298,0.02
11167,0,298,0.025
11168,30,298,0.1
11169,30,298,0.1
11170,30,298,0.1
11171,30,298,0.1
11172,30,323,0.12048075
11173,30,323,0.07970265
11174,34,313,0.0025
11175,34,313,0.001
11176,34,313,0.0005
11177,34,313,0.00025
11178,34,313,0.0001
11179,34,313,0.0025
11180,34,313,0.001
11181,34,313,0.0005
11182,34,313,0.00025
11183,34,313,0.001
11184,34,313,0.0005
11185,34,313,0.0002
11186,34,313,0.0001
11187,34,313,0.0025
11188,34,313,0.001
11189,34,313,0.0005
11190,34,313,0.0002
11191,34,313,0.0001
11192,34,313,0.0025
11193,34,313,0.001
11194,34,313,0.0005
11195,34,313,0.00025
11196,34,313,0.0001
11197,34,313,0.0025
11198,34,313,0.001
11199,34,313,0.0005
11200,34,313,0.00025
11201,34,313,0.001
11202,34,313,0.0005
11203,34,313,0.0002
11204,34,313,0.0001
11205,34,313,0.0025
11206,34,313,0.001
11207,34,313,0.0005
11208,34,313,0.0002
11209,34,313,0.0001
11210,24.5,313,0.025
11211,24.5,313,0.01
11212,24.5,313,0.0025
11213,24.5,313,0.001
11214,24.5,313,0.0005
11215,24.5,313,0.0002
11216,24.5,313,0.0001
11217,24.5,313,0.025
11218,24.5,313,0.01
11219,24.5,313,0.0025
11220,24.5,313,0.001
11221,24.5,313,0.0005
11222,24.5,313,0.0002
11223,24.5,313,0.0001
11224,24.5,313,0.0025
11225,24.5,313,0.001
11226,24.5,313,0.0005
11227,24.5,313,0.0002
11228,24.5,313,0.0001
11229,24.5,313,5.00E-05
11230,24.5,313,0.0025
11231,24.5,313,0.001
11232,24.5,313,0.0005
11233,24.5,313,0.0002
11234,24.5,313,0.0001
11235,24.5,313,5.00E-05
11236,24.5,353,0.0025
11237,24.5,353,0.001
11238,24.5,353,0.0005
11239,24.5,353,0.00025
11240,24.5,353,0.0001
11241,24.5,353,0.0025
11242,24.5,353,0.001
11243,24.5,353,0.0005
11244,24.5,353,0.00025
11245,24.5,353,0.005
11246,24.5,353,0.001
11247,24.5,353,0.0005
11248,24.5,353,0.00025
11249,24.5,353,0.0001
11250,24.5,353,0.025
11251,24.5,353,0.0025
11252,24.5,353,0.00025
11253,24.5,363,0.005
11254,24.5,363,0.0025
11255,24.5,363,0.001
11256,24.5,363,0.0005
11257,24.5,363,0.00025
11258,24.5,353,0.0025
11259,24.5,353,0.001
11260,24.5,353,0.0005
11261,24.5,353,0.00025
11262,24.5,353,0.0001
11263,24.5,353,0.0025
11264,24.5,353,0.001
11265,24.5,353,0.0005
11266,24.5,353,0.00025
11267,24.5,353,0.005
11268,24.5,353,0.001
11269,24.5,353,0.0005
11270,24.5,353,0.00025
11271,24.5,353,0.0001
11272,24.5,353,0.025
11273,24.5,353,0.0025
11274,24.5,353,0.00025
11275,24.5,363,0.005
11276,24.5,363,0.0025
11277,24.5,363,0.001
11278,24.5,363,0.0005
11279,24.5,363,0.00025
11280,30,323,0.02
11281,30,323,0.02
11282,30,323,0.02
11286,0,298,0.005
11287,0,298,0.01
11288,0,298,0.015
11289,0,298,0.02
11290,0,298,0.025
11291,0,308,0.005
11292,0,308,0.01
11293,0,308,0.015
11294,0,308,0.02
11295,0,308,0.025
11296,0,318,0.005
11297,0,318,0.01
11298,0,318,0.015
11299,0,318,0.02
11300,0,318,0.025
11301,0,328,0.005
11302,0,328,0.01
11303,0,328,0.015
11304,0,328,0.02
11305,0,328,0.025
11306,50,298,0.01
11307,50,298,0.05
11308,50,298,0.1
11309,50,298,0.2
11310,50,318,0.05
11311,50,333,0.05
11312,50,348,0.05
11313,0,363,0.01
11314,0,363,0.02
11315,0,363,0.03
11316,0,363,0.02
11317,0,363,0.03
11318,30,298,0.03
11319,30,298,0.03
11320,30,298,0.03
11321,30,298,0.03
11322,30,298,0.03
11323,30,298,0.03
11324,30,298,0.03
11325,30,298,0.03
11326,30,298,0.03
11327,30,298,0.03
11328,30,298,0.03
11329,30,298,0.03
11330,30,298,0.03
11331,30,298,0.03
11332,30,298,0.03
11333,30,298,0.03
11334,30,298,0.03
11335,30,298,0.03
11336,30,323,0.02
11337,30,323,0.02
11338,30,323,0.02
11342,30,323,0.004
11343,30,323,0.08
11344,30,323,0.12
11345,30,323,0.01
11346,30,323,0.04
11347,30,323,0.08
11348,30,323,0.02
11349,30,323,0.02
11350,30,323,0.02
11351,30,323,0.02
11352,30,323,0.02
11353,30,323,0.02
11357,30,298,0.025
11358,30,298,0.05
11359,30,298,0.1
11360,30,298,0.15
11361,30,298,0.2
11362,30,298,0.25
11363,30,298,0.3
11364,30,298,0.025
11365,30,298,0.075
11366,30,298,0.1
11367,30,298,0.125
11368,30,303,0.005
11369,30,303,0.01
11370,30,303,0.03
11371,30,303,0.05
11372,30,303,0.1
11373,30,303,0.005
11374,30,303,0.01
11375,30,303,0.02
11376,30,303,0.03
11377,30,303,0.05
11378,30,303,0.1
11379,30,303,0.005
11380,30,303,0.01
11381,30,303,0.03
11382,30,303,0.05
11383,30,303,0.1
11384,30,303,0.005
11385,30,303,0.01
11386,30,303,0.03
11387,30,303,0.05
11388,30,303,0.1
11389,25,363,0.084082
11390,25,363,0.42041
11391,25,363,0.84082
11392,25,363,1.26123
11393,25,363,1.68164
11394,25,363,0.101134
11395,25,363,0.50567
11396,25,363,1.01134
11397,25,363,1.51701
11398,25,363,2.02268
11399,25,363,0.159192
11400,25,363,0.79596
11401,25,363,1.59192
11402,25,363,2.38788
11403,25,363,3.18384
11404,25,363,0.130176
11405,25,363,0.65088
11406,25,363,1.30176
11407,25,363,1.95264
11408,25,363,2.60352
11409,25,363,0.13515
11410,25,363,0.67575
11411,25,363,1.3515
11412,25,363,2.02725
11413,25,363,2.703
11414,35,363,0.084082
11415,35,363,0.42041
11416,35,363,0.84082
11417,35,363,1.26123
11418,35,363,1.68164
11419,35,363,0.101134
11420,35,363,0.50567
11421,35,363,1.01134
11422,35,363,1.51701
11423,35,363,2.02268
11424,35,363,0.159192
11425,35,363,0.79596
11426,35,363,1.59192
11427,35,363,2.38788
11428,35,363,3.18384
11429,35,363,0.130176
11430,35,363,0.65088
11431,35,363,1.30176
11432,35,363,1.95264
11433,35,363,2.60352
11434,35,363,0.13515
11435,35,363,0.67575
11436,35,363,1.3515
11437,35,363,2.02725
11438,35,363,2.703
11439,35,298,0.1
11440,35,298,0.25
11441,35,298,0.5
11442,35,298,1
11443,35,323,0.005
11444,35,323,0.01
11445,35,323,0.025
11446,35,323,0.05
11447,35,323,0.1
11448,35,323,0.005
11449,35,323,0.01
11450,35,323,0.025
11451,35,323,0.05
11452,35,323,0.1
11453,35,297,0.001
11454,35,297,0.005
11455,35,297,0.01
11456,35,297,0.05
11457,50,297,0.01
11458,70,297,0.01
11459,35,313,0.01
11460,35,333,0.01
11461,20,293,0.1
11462,20,293,0.4
11463,20,293,0.7
11464,20,293,1
11465,20,333,0.1
11466,20,333,0.4
11467,20,333,0.7
11468,20,333,1
11469,30,333,0.002004294
11470,30,333,0.005010735
11471,30,333,0.01002147
11472,30,333,0.020042941
11473,30,333,0.002004294
11474,30,333,0.005010735
11475,30,333,0.01002147
11476,30,333,0.020042941
11477,30,313,0.002003473
11478,30,313,0.005008682
11479,30,313,0.010017363
11480,30,313,0.020034726
11481,30,333,0.002003473
11482,30,333,0.005008682
11483,30,333,0.010017363
11484,30,333,0.020034726
11485,30,313,0.002003473
11486,30,313,0.005008682
11487,30,313,0.010017363
11488,30,313,0.020034726
11489,30,333,0.002003473
11490,30,333,0.005008682
11491,30,333,0.010017363
11492,30,333,0.020034726
11493,23.2,303,0.01
11494,23.2,303,0.01
11495,35,338,0.1
11496,35,338,0.1
11497,35,338,0.1
11498,35,338,0.1
11499,35,338,0.1
11501,35,298,1.499328
11502,35,308,0.4
11503,35,308,0.4
11504,35,308,0.4
11505,20,298,0.05
11506,20,298,0.075
11507,20,298,0.1
11508,20,298,0.125
11509,20,298,0.15
11510,20,298,0.175
11511,20,298,0.2
11512,20,298,0.15
11513,20,298,0.15
11514,20,298,0.15
11515,20,298,0.15
11516,20,298,0.15
11517,20,298,0.15
11518,20,298,0.15
11519,20,298,0.15
11520,20,298,0.15
11521,20,298,0.15
11522,20,298,0.15
11523,20,313,0.002
11524,20,313,0.003
11525,20,313,0.005
11526,20,313,0.007
11527,20,313,0.009
11528,20,313,0.002
11529,20,313,0.003
11530,20,313,0.005
11531,20,313,0.007
11532,20,313,0.001
11533,20,313,0.003
11534,20,313,0.005
11535,20,313,0.078
11536,5.9,323,0.01
11537,5.9,323,0.025
11538,5.9,323,0.05
11539,5.9,323,0.1
11540,5.9,323,0.15
11541,5.9,323,0.01
11542,5.9,323,0.025
11543,5.9,323,0.05
11544,5.9,323,0.1
11545,5.9,323,0.15
11546,30,298,0.25
11547,30,298,0.5
11548,30,298,1
11549,30,298,0.2
11550,30,298,0.3
11551,30,298,0.4
11552,30,298,0.5
11553,30,298,0.05
11554,30,298,0.07
11555,30,298,0.1
11556,30,298,0.2
11557,30,298,0.5
11558,50,298,2.57E-07
11559,50,298,5.15E-07
11560,50,298,9.93E-07
11561,50,298,3.01E-06
11562,50,298,5.00E-06
11563,50,298,1.00E-05
11564,50,298,1.50E-05
11565,50,298,2.00E-05
11566,23.2065,303,0.01
11567,58.5,333,0.01
11568,29.25,313,0.0015
11569,29.25,313,0.0025
11570,29.25,313,0.005
11571,29.25,313,0.01
11572,29.25,313,0.025
11573,29.25,313,0.1
11574,29.25,313,0.2
11575,58.5,333,0.01
11576,29.25,313,0.0005
11577,29.25,313,0.001
11578,29.25,313,0.0015
11579,29.25,313,0.0025
11580,29.25,313,0.005
11581,29.25,313,0.01
11582,29.25,313,0.025
11583,29.25,313,0.1
11584,29.25,313,0.2
11585,58.5,333,0.01
11586,29.25,313,0.0005
11587,29.25,313,0.001
11588,29.25,313,0.0015
11589,29.25,313,0.0025
11590,29.25,313,0.005
11591,29.25,313,0.01
11592,29.25,313,0.015
11593,29.25,313,0.025
11594,29.25,313,0.05
11595,29.25,313,0.1
11596,29.25,313,0.2
11597,35,313,0.05
11598,35,313,0.1
11599,35,313,0.2
11600,35,313,0.4
11601,35,313,0.05
11602,35,313,0.1
11603,35,313,0.2
11604,35,313,0.4
11605,35,298,0.05
11606,35,298,0.1
11607,35,298,0.2
11608,35,298,0.4
11609,35,298,0.0488172
11610,35,298,0.0976344
11611,35,298,0.0488172
11612,35,298,0.0976344
11613,35,298,0.0488172
11614,35,298,0.0976344
11615,35,298,0.0488172
11616,35,298,0.0976344
11617,35,298,0.0976344
11618,35,298,0.0976344
11619,35,298,0.02656624
11620,35,298,0.499776
11621,35,298,1.499328
11622,35,298,0.499776
11623,35,298,1.499328
11624,35,298,0.499776
11625,35,298,1.499328
11626,35,298,0.499776
11627,35,298,1.499328
11628,17.31,298,0.249888
11629,17.31,298,0.499776
11630,17.31,298,0.249888
11631,17.31,298,0.499776
11632,17.31,298,0.249888
11633,17.31,298,0.499776
11634,17.31,298,0.249888
11635,17.31,298,0.499776
11636,17.31,298,0.005045425
11637,17.31,298,0.01009085
11638,17.31,298,0.0201817
11639,0,308,0.1
11640,35,308,0.2
11641,35,308,0.3
11642,35,308,0.4
11643,35,308,0.5
11644,35,298,0.1
11645,35,298,0.2
11646,35,298,0.3
11647,35,298,0.4
11648,10,323,0.01
11649,10,323,0.025
11650,10,323,0.05
11651,10,323,0.075
11652,10,323,0.1
11653,10,323,0.01
11654,10,323,0.025
11655,10,323,0.05
11656,10,323,0.075
11657,10,323,0.1
11658,10,323,0.01
11659,10,323,0.025
11660,10,323,0.05
11661,10,323,0.075
11662,10,323,0.1
11663,10,323,0.01
11664,10,323,0.025
11665,10,323,0.05
11666,10,323,0.075
11667,10,323,0.1
11668,10,323,0.01
11669,10,323,0.025
11670,10,323,0.05
11671,10,323,0.075
11672,10,323,0.1
11673,10,323,0.01
11674,10,323,0.025
11675,10,323,0.05
11676,10,323,0.075
11677,10,323,0.1
11678,10,323,0.01
11679,10,323,0.025
11680,10,323,0.05
11681,10,323,0.075
11682,10,323,0.1
11683,10,323,0.01
11684,10,323,0.025
11685,10,323,0.05
11686,10,323,0.075
11687,10,323,0.1
11688,10,323,0.01
11689,10,323,0.025
11690,10,323,0.05
11691,10,323,0.075
11692,10,323,0.1
11693,10,323,0.01
11694,10,323,0.025
11695,10,323,0.05
11696,10,323,0.075
11697,10,323,0.1
11698,35,298,0.4
11699,35,298,0.4
11700,35,353,0.03
11701,35,353,0.05
11702,35,353,0.08
11703,35,353,0.1
11704,35,353,0.03
11705,35,353,0.05
11706,35,353,0.08
11707,35,353,0.1
11708,0.0585,298,0.01991292
11709,0.0585,298,0.0995646
11710,0.0585,298,0.39991781
11711,0.0585,343,0.025
11712,0.0585,343,0.025
11713,0.0585,343,0.05
11714,0.0585,343,0.075
11715,0.0585,343,0.025
11716,35,298,0.02
11717,35,298,0.04
11718,35,298,0.08
11719,35,298,0.1
11720,35,313,0.08
11721,35,323,0.08
11722,35,323,0.08
